age,gender,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,impuslive,ss,alcohol,amphet,amyl,benzos,caff,cannabis,choc,coke,crack,ecstasy,heroin,ketamine,legalh,lsd,meth,mushrooms,nicotine,semer,vsa
35-44,Mujer,Left school at 16 years,UK,White,45,38,47,45,35,10.34%,11.14%,Used in Last Week,Used in Last Month,Used over a Decade Ago,Used in Last Month,Used in Last Day,Used in Last Week,Used in Last Day,Used in Last Year,Used in Last Month,Used in Last Decade,Used in Last Month,Never Used,Used in Last Year,Used over a Decade Ago,Used in Last Day,Used in Last Decade,Used over a Decade Ago,Never Used,Used over a Decade Ago
25-34,Hombre,"Some college or university, no certificate or degree",USA,White,41,52,55,41,48,16.29%,11.14%,Used in Last Month,Used in Last Week,Never Used,Used in Last Month,Used in Last Day,Used in Last Week,Used in Last Day,Used in Last Year,Used in Last Decade,Used in Last Year,Used in Last Year,Never Used,Used in Last Month,Used in Last Year,Used in Last Month,Used in Last Year,Used in Last Day,Never Used,Used over a Decade Ago
25-34,Hombre,University degree,USA,White,44,31,54,58,44,16.29%,11.19%,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Week,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Never Used,Never Used
18-24,Mujer,"Some college or university, no certificate or degree",USA,White,39,26,47,51,56,14.64%,11.19%,Used in Last Year,Used in Last Year,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Used in Last Year,Never Used,Used in Last Month,Used in Last Day,Never Used,Never Used
25-34,Hombre,"Some college or university, no certificate or degree",Other,White,45,33,54,43,37,18.83%,8.97%,Used in Last Week,Used in Last Decade,Never Used,Never Used,Used in Last Day,Used in Last Week,Used in Last Week,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used,Used in Last Decade,Used in Last Year,Never Used,Used in Last Decade,Used in Last Week,Never Used,Never Used
35-44,Hombre,Professional certificate/ diploma,UK,White,28,43,38,47,42,16.29%,11.83%,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used
25-34,Mujer,University degree,USA,White,31,46,46,46,42,10.34%,5.46%,Used in Last Week,Used in Last Decade,Never Used,Used in Last Month,Used in Last Day,Used in Last Month,Used in Last Week,Used in Last Year,Never Used,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Year,Used in Last Decade,Used in Last Month,Used in Last Year,Used in Last Month,Never Used,Used over a Decade Ago
55-64,Mujer,"Some college or university, no certificate or degree",USA,White,33,30,45,34,48,11.46%,8.97%,Used in Last Decade,Used over a Decade Ago,Used over a Decade Ago,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Never Used,Used over a Decade Ago,Never Used,Never Used,Never Used,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Never Used,Never Used
18-24,Mujer,Left school at 18 years,USA,Mixed-White/Black,32,48,53,43,38,11.46%,11.14%,Used in Last Month,Used in Last Year,Never Used,Used in Last Year,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Used in Last Year,Never Used,Used in Last Month,Used in Last Year,Used in Last Day,Used in Last Year,Used in Last Year,Used in Last Year,Used over a Decade Ago,Used in Last Year
25-34,Hombre,Masters degree,USA,White,45,44,43,35,36,10.34%,5.46%,Used in Last Day,Used in Last Day,Used in Last Decade,Used in Last Day,Used in Last Week,Used in Last Day,Used in Last Month,Used in Last Week,Used in Last Year,Used in Last Month,Used in Last Year,Used in Last Year,Never Used,Used in Last Year,Used in Last Month,Used in Last Year,Used in Last Day,Never Used,Used in Last Decade
18-24,Hombre,Left school at 18 years,Republic of Ireland,White,44,37,49,46,34,16.29%,13.21%,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Used in Last Year,Never Used,Used in Last Day,Never Used,Used in Last Year,Never Used,Used in Last Day
18-24,Mujer,"Some college or university, no certificate or degree",USA,White,27,43,49,46,45,16.29%,11.19%,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Month,Used in Last Year,Used in Last Week,Never Used,Never Used,Used in Last Week,Never Used,Never Used,Used in Last Decade,Used in Last Year,Never Used,Used in Last Year,Used in Last Month,Never Used,Never Used
18-24,Hombre,University degree,USA,White,44,32,55,45,49,10.34%,5.46%,Used in Last Week,Never Used,Never Used,Used in Last Week,Used in Last Day,Used in Last Day,Used in Last Day,Used in Last Week,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Year,Used in Last Decade,Used in Last Week,Used in Last Decade,Used in Last Year,Never Used,Used in Last Year
45-54,Hombre,Left school at 16 years,UK,White,46,35,34,41,35,5.52%,5.46%,Used over a Decade Ago,Used in Last Month,Used in Last Month,Used in Last Day,Used in Last Week,Used in Last Decade,Used in Last Week,Used in Last Decade,Used in Last Decade,Used in Last Year,Used over a Decade Ago,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used in Last Year,Used over a Decade Ago,Used in Last Day,Never Used,Used over a Decade Ago
18-24,Hombre,University degree,USA,White,35,42,46,26,47,10.34%,11.19%,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Week,Used in Last Year,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Used in Last Month,Used in Last Year,Never Used,Never Used
45-54,Mujer,"Some college or university, no certificate or degree",USA,White,33,40,48,45,40,10.34%,11.14%,Used in Last Decade,Used in Last Decade,Used over a Decade Ago,Used in Last Year,Used in Last Day,Used in Last Decade,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Never Used,Used over a Decade Ago,Never Used,Never Used,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Used in Last Day,Never Used,Never Used
18-24,Hombre,University degree,USA,White,49,35,31,34,34,13.63%,13.21%,Used in Last Week,Used in Last Decade,Used in Last Decade,Used in Last Year,Used in Last Day,Used in Last Year,Used in Last Week,Used in Last Week,Never Used,Used in Last Month,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Used in Last Day,Never Used,Used in Last Decade
18-24,Mujer,Left school at 18 years,Canada,White,23,36,35,32,50,16.29%,11.62%,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Year,Used in Last Decade,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used
25-34,Hombre,Left school at 17 years,UK,White,32,43,51,46,50,10.34%,13.21%,Used in Last Week,Used in Last Decade,Never Used,Never Used,Used in Last Day,Used in Last Week,Used in Last Week,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used,Used over a Decade Ago,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Never Used
25-34,Hombre,"Some college or university, no certificate or degree",UK,Mixed-White/Black,48,34,40,36,35,7.85%,5.46%,Used in Last Week,Used in Last Year,Used in Last Week,Used in Last Year,Used in Last Day,Never Used,Used in Last Week,Used in Last Day,Never Used,Used in Last Year,Never Used,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Never Used,Never Used
18-24,Mujer,"Some college or university, no certificate or degree",USA,Black,46,32,43,42,32,13.63%,13.21%,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Month,Used in Last Week,Used in Last Day,Used in Last Week,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Never Used
25-34,Hombre,Masters degree,UK,White,34,36,43,46,44,14.64%,4.62%,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Year,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
18-24,Mujer,"Some college or university, no certificate or degree",USA,White,29,59,57,43,36,11.46%,11.14%,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Week,Used in Last Day,Used in Last Day,Used in Last Month,Never Used,Used in Last Month,Never Used,Used in Last Week,Used in Last Month,Used in Last Week,Never Used,Used in Last Year,Used in Last Day,Never Used,Used in Last Year
18-24,Mujer,University degree,USA,White,41,33,47,48,37,18.83%,11.14%,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Week,Used in Last Year,Used in Last Week,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Year,Used in Last Year,Never Used,Used in Last Year,Never Used,Never Used,Never Used
45-54,Hombre,University degree,Other,White,32,32,45,39,46,16.29%,11.19%,Used in Last Day,Used over a Decade Ago,Used over a Decade Ago,Never Used,Used in Last Day,Used over a Decade Ago,Used in Last Month,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Used in Last Decade,Never Used,Never Used,Never Used
18-24,Mujer,"Some college or university, no certificate or degree",USA,White,36,39,59,36,30,5.52%,5.46%,Used in Last Week,Used in Last Day,Never Used,Never Used,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Never Used,Used in Last Month,Used in Last Week,Never Used,Never Used
18-24,Mujer,Left school at 17 years,USA,White,37,42,49,35,39,5.52%,11.62%,Used in Last Year,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Day,Used in Last Week,Used in Last Week,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Year,Used in Last Decade,Used in Last Year,Used in Last Decade,Used in Last Day,Never Used,Used in Last Year
35-44,Hombre,Doctorate degree,USA,White,33,39,51,44,55,14.64%,4.62%,Used in Last Month,Used in Last Decade,Used over a Decade Ago,Used in Last Year,Used in Last Day,Used in Last Decade,Used in Last Year,Used in Last Year,Never Used,Used in Last Decade,Used in Last Decade,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Week,Used in Last Decade,Used in Last Year,Never Used,Never Used
18-24,Mujer,University degree,USA,White,42,29,57,39,57,13.63%,11.14%,Used in Last Day,Used in Last Year,Never Used,Never Used,Used in Last Month,Used in Last Day,Used in Last Month,Never Used,Used in Last Decade,Never Used,Never Used,Used in Last Decade,Used in Last Year,Used in Last Year,Used in Last Month,Used in Last Month,Used in Last Month,Never Used,Never Used
18-24,Mujer,"Some college or university, no certificate or degree",USA,White,31,39,50,54,38,16.29%,8.97%,Used in Last Month,Used in Last Week,Never Used,Used in Last Year,Used in Last Day,Used in Last Day,Used in Last Month,Never Used,Never Used,Used in Last Month,Never Used,Never Used,Used in Last Year,Used in Last Week,Used in Last Year,Used in Last Year,Used in Last Day,Never Used,Used in Last Decade
18-24,Hombre,"Some college or university, no certificate or degree",USA,White,44,27,60,44,36,5.52%,11.14%,Never Used,Never Used,Never Used,Never Used,Used in Last Day,Used in Last Week,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Month,Never Used,Never Used,Used in Last Week,Never Used,Never Used
25-34,Mujer,University degree,Other,White,36,44,53,40,47,13.63%,11.14%,Used in Last Day,Used in Last Day,Used in Last Month,Used in Last Week,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Month,Used in Last Year,Used in Last Year,Used in Last Decade,Used in Last Year,Used in Last Day,Used in Last Month,Used in Last Month,Used in Last Week,Used in Last Day,Never Used,Used over a Decade Ago
35-44,Hombre,Left school at 16 years,UK,White,43,36,31,38,27,18.83%,11.19%,Used in Last Decade,Used in Last Day,Used over a Decade Ago,Used in Last Year,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Decade,Used in Last Decade,Used over a Decade Ago,Never Used,Never Used,Never Used,Used over a Decade Ago,Never Used,Used over a Decade Ago,Used in Last Day,Never Used,Never Used
18-24,Mujer,"Some college or university, no certificate or degree",USA,White,39,39,57,45,30,7.85%,11.19%,Used in Last Day,Never Used,Never Used,Never Used,Used in Last Month,Used in Last Year,Used in Last Day,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Never Used,Never Used,Used in Last Day,Never Used,Never Used
18-24,Mujer,University degree,USA,White,50,29,46,29,36,10.34%,11.19%,Used in Last Year,Used in Last Day,Never Used,Used in Last Month,Used in Last Month,Used in Last Year,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Used in Last Year,Never Used,Never Used
55-64,Mujer,Masters degree,UK,White,30,51,32,36,52,10.34%,13.21%,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Week,Never Used,Used in Last Week,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Never Used,Never Used
45-54,Mujer,"Some college or university, no certificate or degree",USA,White,56,31,46,26,20,18.83%,11.14%,Used in Last Decade,Used over a Decade Ago,Never Used,Used in Last Year,Used in Last Day,Used over a Decade Ago,Used in Last Month,Used over a Decade Ago,Never Used,Never Used,Never Used,Never Used,Never Used,Used over a Decade Ago,Used in Last Day,Used over a Decade Ago,Never Used,Never Used,Used over a Decade Ago
25-34,Mujer,Doctorate degree,USA,White,41,50,60,51,53,11.46%,5.46%,Used in Last Day,Never Used,Never Used,Used in Last Month,Used in Last Day,Used in Last Day,Used in Last Week,Used in Last Year,Never Used,Used in Last Year,Never Used,Never Used,Used in Last Decade,Used in Last Year,Used in Last Year,Never Used,Used in Last Day,Never Used,Never Used
18-24,Mujer,Masters degree,USA,Other,28,43,55,50,43,7.85%,13.21%,Used in Last Month,Used in Last Year,Never Used,Used in Last Year,Used in Last Day,Used in Last Day,Used in Last Day,Never Used,Never Used,Used in Last Decade,Never Used,Never Used,Never Used,Used in Last Decade,Never Used,Used in Last Decade,Used in Last Month,Never Used,Never Used
18-24,Mujer,"Some college or university, no certificate or degree",USA,White,34,51,53,45,34,10.34%,11.19%,Used in Last Day,Never Used,Never Used,Used in Last Month,Used in Last Day,Used in Last Month,Used in Last Day,Never Used,Never Used,Used in Last Month,Used in Last Decade,Used in Last Year,Used in Last Month,Used in Last Day,Used in Last Year,Used in Last Week,Used in Last Day,Never Used,Used in Last Decade
18-24,Mujer,Professional certificate/ diploma,USA,Other,40,39,55,51,37,11.46%,11.62%,Used in Last Month,Never Used,Never Used,Never Used,Used in Last Year,Used in Last Month,Used in Last Year,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Decade,Used in Last Year,Never Used,Never Used,Never Used,Never Used,Never Used
18-24,Mujer,"Some college or university, no certificate or degree",USA,White,44,36,52,46,38,11.46%,11.14%,Used in Last Week,Never Used,Never Used,Never Used,Used in Last Month,Used in Last Week,Used in Last Month,Never Used,Never Used,Never Used,Never Used,Never Used,Used in Last Year,Used in Last Year,Never Used,Used in Last Week,Used in Last Year,Never Used,Never Used
